Easting	Northing	Elevation_OD	Chainage	FC	Profile	Reg_ID
421192.229	93040.255	2.239	81.400	ZZ	N/A	5f00240
421192.229	93040.055	2.260	81.600	ZZ	N/A	5f00240
421192.229	93039.855	2.281	81.800	ZZ	N/A	5f00240
421192.229	93039.655	2.237	82.000	ZZ	N/A	5f00240
421192.229	93039.455	2.152	82.200	ZZ	N/A	5f00240
421192.229	93039.255	2.055	82.400	ZZ	N/A	5f00240
421192.229	93039.055	1.926	82.600	ZZ	N/A	5f00240
421192.229	93038.855	1.791	82.800	ZZ	N/A	5f00240
421192.229	93038.655	1.655	83.000	ZZ	N/A	5f00240
421192.229	93038.455	1.529	83.200	ZZ	N/A	5f00240
421192.229	93038.255	1.467	83.400	ZZ	N/A	5f00240
421192.229	93038.055	1.412	83.600	ZZ	N/A	5f00240
421192.229	93037.855	1.354	83.800	ZZ	N/A	5f00240
421192.229	93037.655	1.296	84.000	ZZ	N/A	5f00240
421192.229	93037.455	1.222	84.200	ZZ	N/A	5f00240
421192.229	93037.255	1.119	84.400	ZZ	N/A	5f00240
421192.229	93037.055	1.060	84.600	ZZ	N/A	5f00240
421192.229	93036.855	1.030	84.800	ZZ	N/A	5f00240
421192.229	93036.655	1.000	85.000	ZZ	N/A	5f00240
421192.229	93036.455	0.971	85.200	ZZ	N/A	5f00240
421192.229	93036.255	0.951	85.400	ZZ	N/A	5f00240
421192.229	93036.055	0.930	85.600	ZZ	N/A	5f00240
421192.229	93035.855	0.909	85.800	ZZ	N/A	5f00240
421192.229	93035.655	0.889	86.000	ZZ	N/A	5f00240
421192.229	93035.455	0.869	86.200	ZZ	N/A	5f00240
421192.229	93035.255	0.849	86.400	ZZ	N/A	5f00240
421192.229	93035.055	0.829	86.600	ZZ	N/A	5f00240
421192.229	93034.855	0.807	86.800	ZZ	N/A	5f00240
421192.229	93034.655	0.784	87.000	ZZ	N/A	5f00240
421192.229	93034.455	0.763	87.200	ZZ	N/A	5f00240
421192.229	93034.255	0.741	87.400	ZZ	N/A	5f00240
421192.229	93034.055	0.721	87.600	ZZ	N/A	5f00240
421192.229	93033.855	0.700	87.800	ZZ	N/A	5f00240
421192.229	93033.655	0.679	88.000	ZZ	N/A	5f00240
421192.229	93033.455	0.658	88.200	ZZ	N/A	5f00240
421192.229	93033.255	0.638	88.400	ZZ	N/A	5f00240
421192.229	93033.055	0.617	88.600	ZZ	N/A	5f00240
421192.229	93032.855	0.596	88.800	ZZ	N/A	5f00240
421192.229	93032.655	0.575	89.000	ZZ	N/A	5f00240
421192.229	93032.455	0.555	89.200	ZZ	N/A	5f00240
421192.229	93032.255	0.534	89.400	ZZ	N/A	5f00240
421192.229	93032.055	0.513	89.600	ZZ	N/A	5f00240
421192.229	93031.855	0.492	89.800	ZZ	N/A	5f00240
421192.229	93031.655	0.472	90.000	ZZ	N/A	5f00240
421192.229	93031.455	0.451	90.200	ZZ	N/A	5f00240
421192.229	93031.255	0.430	90.400	ZZ	N/A	5f00240
421192.229	93031.055	0.409	90.600	ZZ	N/A	5f00240
421192.229	93030.855	0.389	90.800	ZZ	N/A	5f00240
421192.229	93030.655	0.368	91.000	ZZ	N/A	5f00240
421192.229	93030.455	0.347	91.200	ZZ	N/A	5f00240
421192.229	93030.255	0.326	91.400	ZZ	N/A	5f00240
421192.229	93030.055	0.306	91.600	ZZ	N/A	5f00240
421192.229	93029.855	0.285	91.800	ZZ	N/A	5f00240
421192.229	93029.655	0.265	92.000	ZZ	N/A	5f00240
421192.229	93029.455	0.245	92.200	ZZ	N/A	5f00240
421192.229	93029.255	0.226	92.400	ZZ	N/A	5f00240
421192.229	93029.055	0.202	92.600	ZZ	N/A	5f00240
421192.229	93028.855	0.174	92.800	ZZ	N/A	5f00240
421192.229	93028.655	0.145	93.000	ZZ	N/A	5f00240
421192.229	93028.455	0.117	93.200	ZZ	N/A	5f00240
421192.229	93028.255	0.089	93.400	ZZ	N/A	5f00240
421192.229	93028.055	0.060	93.600	ZZ	N/A	5f00240
421192.229	93027.855	0.032	93.800	ZZ	N/A	5f00240
421192.229	93027.655	0.004	94.000	ZZ	N/A	5f00240
421192.229	93027.455	-0.025	94.200	ZZ	N/A	5f00240
421192.229	93027.255	-0.047	94.400	ZZ	N/A	5f00240
421192.229	93027.055	-0.070	94.600	ZZ	N/A	5f00240
421192.229	93026.855	-0.092	94.800	ZZ	N/A	5f00240
421192.229	93026.655	-0.116	95.000	ZZ	N/A	5f00240
421192.229	93026.455	-0.139	95.200	ZZ	N/A	5f00240
421192.229	93026.255	-0.163	95.400	ZZ	N/A	5f00240
421192.229	93026.055	-0.186	95.600	ZZ	N/A	5f00240
421192.229	93025.855	-0.209	95.800	ZZ	N/A	5f00240
421192.229	93025.655	-0.233	96.000	ZZ	N/A	5f00240
421192.229	93025.455	-0.310	96.600	ZZ	N/A	5f00240
421142.389	93095.921	6.161	18.000	ZZ	N/A	5f00241
421142.389	93095.721	6.121	19.000	ZZ	N/A	5f00241
421142.389	93095.521	6.105	19.200	ZZ	N/A	5f00241
421142.389	93095.321	6.090	19.400	ZZ	N/A	5f00241
421142.389	93095.121	6.074	19.600	ZZ	N/A	5f00241
421142.389	93094.921	6.059	19.800	ZZ	N/A	5f00241
421142.389	93094.721	6.043	20.000	ZZ	N/A	5f00241
421142.389	93094.521	6.027	20.200	ZZ	N/A	5f00241
421142.389	93094.321	6.009	20.400	ZZ	N/A	5f00241
421142.389	93094.121	5.991	20.600	ZZ	N/A	5f00241
421142.389	93093.921	5.976	20.800	ZZ	N/A	5f00241
421142.389	93093.721	5.957	21.000	ZZ	N/A	5f00241
421142.389	93093.521	5.944	21.200	ZZ	N/A	5f00241
421142.389	93093.321	5.931	21.400	ZZ	N/A	5f00241
421142.389	93093.121	5.918	21.600	ZZ	N/A	5f00241
421142.389	93092.921	5.904	21.800	ZZ	N/A	5f00241
421142.389	93092.721	5.890	22.000	ZZ	N/A	5f00241
421142.389	93092.521	5.876	22.200	ZZ	N/A	5f00241
421142.389	93092.321	5.861	22.400	ZZ	N/A	5f00241
421142.389	93092.121	5.850	22.600	ZZ	N/A	5f00241
421142.389	93091.921	5.840	22.800	ZZ	N/A	5f00241
421142.389	93091.721	5.829	23.000	ZZ	N/A	5f00241
421142.389	93091.521	5.818	23.200	ZZ	N/A	5f00241
421142.389	93091.321	5.807	23.400	ZZ	N/A	5f00241
421142.389	93091.121	5.793	23.600	ZZ	N/A	5f00241
421142.389	93090.921	5.779	23.800	ZZ	N/A	5f00241
421142.389	93090.721	5.765	24.000	ZZ	N/A	5f00241
421142.389	93090.521	5.749	24.200	ZZ	N/A	5f00241
421142.389	93090.321	5.735	24.400	ZZ	N/A	5f00241
421142.389	93090.121	5.719	24.600	ZZ	N/A	5f00241
421142.389	93089.921	5.704	24.800	ZZ	N/A	5f00241
421142.389	93089.721	5.687	25.000	ZZ	N/A	5f00241
421142.389	93089.521	5.670	25.200	ZZ	N/A	5f00241
421142.389	93089.321	5.646	25.400	ZZ	N/A	5f00241
421142.389	93089.121	5.629	25.600	ZZ	N/A	5f00241
421142.389	93088.921	5.615	25.800	ZZ	N/A	5f00241
421142.389	93088.721	5.601	26.000	ZZ	N/A	5f00241
421142.389	93088.521	5.586	26.200	ZZ	N/A	5f00241
421142.389	93088.321	5.572	26.400	ZZ	N/A	5f00241
421142.389	93088.121	5.559	26.600	ZZ	N/A	5f00241
421142.389	93087.921	5.545	26.800	ZZ	N/A	5f00241
421142.389	93087.721	5.532	27.000	ZZ	N/A	5f00241
421142.389	93087.521	5.520	27.200	ZZ	N/A	5f00241
421142.389	93087.321	5.510	27.400	ZZ	N/A	5f00241
421142.389	93087.121	5.498	27.600	ZZ	N/A	5f00241
421142.389	93086.921	5.485	27.800	ZZ	N/A	5f00241
421142.389	93086.721	5.471	28.000	ZZ	N/A	5f00241
421142.389	93086.521	5.457	28.200	ZZ	N/A	5f00241
421142.389	93086.321	5.442	28.400	ZZ	N/A	5f00241
421142.389	93086.121	5.431	28.600	ZZ	N/A	5f00241
421142.389	93085.921	5.418	28.800	ZZ	N/A	5f00241
421142.389	93085.721	5.402	29.000	ZZ	N/A	5f00241
421142.389	93085.521	5.385	29.200	ZZ	N/A	5f00241
421142.389	93085.321	5.368	29.400	ZZ	N/A	5f00241
421142.389	93085.121	5.351	29.600	ZZ	N/A	5f00241
421142.389	93084.921	5.336	29.800	ZZ	N/A	5f00241
421142.389	93084.721	5.325	30.000	ZZ	N/A	5f00241
421142.389	93084.521	5.313	30.200	ZZ	N/A	5f00241
421142.389	93084.321	5.306	30.400	ZZ	N/A	5f00241
421142.389	93084.121	5.303	30.600	ZZ	N/A	5f00241
421142.389	93083.921	5.294	30.800	ZZ	N/A	5f00241
421142.389	93083.721	5.285	31.000	ZZ	N/A	5f00241
421142.389	93083.521	5.271	31.200	ZZ	N/A	5f00241
421142.389	93083.321	5.257	31.400	ZZ	N/A	5f00241
421142.389	93083.121	5.248	31.600	ZZ	N/A	5f00241
421142.389	93082.921	5.247	31.800	ZZ	N/A	5f00241
421142.389	93082.721	5.252	32.000	ZZ	N/A	5f00241
421142.389	93082.521	5.232	32.200	ZZ	N/A	5f00241
421142.389	93082.321	5.205	32.400	ZZ	N/A	5f00241
421142.389	93082.121	5.196	32.600	ZZ	N/A	5f00241
421142.389	93081.921	5.194	32.800	ZZ	N/A	5f00241
421142.389	93081.721	5.183	33.000	ZZ	N/A	5f00241
421142.389	93081.521	5.166	33.200	ZZ	N/A	5f00241
421142.389	93081.321	5.149	33.400	ZZ	N/A	5f00241
421142.389	93081.121	5.134	33.600	ZZ	N/A	5f00241
421142.389	93080.921	5.126	33.800	ZZ	N/A	5f00241
421142.389	93080.721	5.118	34.000	ZZ	N/A	5f00241
421142.389	93080.521	5.105	34.200	ZZ	N/A	5f00241
421142.389	93080.321	5.091	34.400	ZZ	N/A	5f00241
421142.389	93080.121	5.078	34.600	ZZ	N/A	5f00241
421142.389	93079.921	5.070	34.800	ZZ	N/A	5f00241
421142.389	93079.721	5.062	35.000	ZZ	N/A	5f00241
421142.389	93079.521	5.055	35.200	ZZ	N/A	5f00241
421142.389	93079.321	5.048	35.400	ZZ	N/A	5f00241
421142.389	93079.121	5.041	35.600	ZZ	N/A	5f00241
421142.389	93078.921	5.035	35.800	ZZ	N/A	5f00241
421142.389	93078.721	5.025	36.000	ZZ	N/A	5f00241
421142.389	93078.521	5.008	36.200	ZZ	N/A	5f00241
421142.389	93078.321	4.990	36.400	ZZ	N/A	5f00241
421142.389	93078.121	4.976	36.600	ZZ	N/A	5f00241
421142.389	93077.921	4.966	36.800	ZZ	N/A	5f00241
421142.389	93077.721	4.955	37.000	ZZ	N/A	5f00241
421142.389	93077.521	4.944	37.200	ZZ	N/A	5f00241
421142.389	93077.321	4.947	37.400	ZZ	N/A	5f00241
421142.389	93077.121	4.943	37.600	ZZ	N/A	5f00241
421142.389	93076.921	4.941	37.800	ZZ	N/A	5f00241
421142.389	93076.721	4.942	38.000	ZZ	N/A	5f00241
421142.389	93076.521	4.943	38.200	ZZ	N/A	5f00241
421142.389	93076.321	4.944	38.400	ZZ	N/A	5f00241
421142.389	93076.121	4.943	38.600	ZZ	N/A	5f00241
421142.389	93075.921	4.941	38.800	ZZ	N/A	5f00241
421142.389	93075.721	4.945	39.000	ZZ	N/A	5f00241
421142.389	93075.521	4.935	39.200	ZZ	N/A	5f00241
421142.389	93075.321	4.937	39.400	ZZ	N/A	5f00241
421142.389	93075.121	4.939	39.600	ZZ	N/A	5f00241
421142.389	93074.921	4.941	39.800	ZZ	N/A	5f00241
421142.389	93074.721	4.943	40.000	ZZ	N/A	5f00241
421142.389	93074.521	4.943	40.200	ZZ	N/A	5f00241
421142.389	93074.321	4.942	40.400	ZZ	N/A	5f00241
421142.389	93074.121	4.941	40.600	ZZ	N/A	5f00241
421142.389	93073.921	4.940	40.800	ZZ	N/A	5f00241
421142.389	93073.721	4.938	41.000	ZZ	N/A	5f00241
421142.389	93073.521	4.933	41.200	ZZ	N/A	5f00241
421142.389	93073.321	4.933	41.400	ZZ	N/A	5f00241
421142.389	93073.121	4.933	41.600	ZZ	N/A	5f00241
421142.389	93072.921	4.931	41.800	ZZ	N/A	5f00241
421142.389	93072.721	4.934	42.000	ZZ	N/A	5f00241
421142.389	93072.521	4.938	42.200	ZZ	N/A	5f00241
421142.389	93072.321	4.942	42.400	ZZ	N/A	5f00241
421142.389	93072.121	4.946	42.600	ZZ	N/A	5f00241
421142.389	93071.921	4.949	42.800	ZZ	N/A	5f00241
421142.389	93071.721	4.952	43.000	ZZ	N/A	5f00241
421142.389	93071.521	4.953	43.200	ZZ	N/A	5f00241
421142.389	93071.321	4.949	43.400	ZZ	N/A	5f00241
421142.389	93071.121	4.943	43.600	ZZ	N/A	5f00241
421142.389	93070.921	4.936	43.800	ZZ	N/A	5f00241
421142.389	93070.721	4.929	44.000	ZZ	N/A	5f00241
421142.389	93070.521	4.915	44.200	ZZ	N/A	5f00241
421142.389	93070.321	4.907	44.400	ZZ	N/A	5f00241
421142.389	93070.121	4.898	44.600	ZZ	N/A	5f00241
421142.389	93069.921	4.890	44.800	ZZ	N/A	5f00241
421142.389	93069.721	4.883	45.000	ZZ	N/A	5f00241
421142.389	93069.521	4.877	45.200	ZZ	N/A	5f00241
421142.389	93069.321	4.870	45.400	ZZ	N/A	5f00241
421142.389	93069.121	4.858	45.600	ZZ	N/A	5f00241
421142.389	93068.921	4.842	45.800	ZZ	N/A	5f00241
421142.389	93068.721	4.832	46.000	ZZ	N/A	5f00241
421142.389	93068.521	4.823	46.200	ZZ	N/A	5f00241
421142.389	93068.321	4.813	46.400	ZZ	N/A	5f00241
421142.389	93068.121	4.804	46.600	ZZ	N/A	5f00241
421142.389	93067.921	4.792	46.800	ZZ	N/A	5f00241
421142.389	93067.721	4.781	47.000	ZZ	N/A	5f00241
421142.389	93067.521	4.768	47.200	ZZ	N/A	5f00241
421142.389	93067.321	4.755	47.400	ZZ	N/A	5f00241
421142.389	93067.121	4.740	47.600	ZZ	N/A	5f00241
421142.389	93066.921	4.724	47.800	ZZ	N/A	5f00241
421142.389	93066.721	4.706	48.000	ZZ	N/A	5f00241
421142.389	93066.521	4.691	48.200	ZZ	N/A	5f00241
421142.389	93066.321	4.678	48.400	ZZ	N/A	5f00241
421142.389	93066.121	4.671	48.600	ZZ	N/A	5f00241
421142.389	93065.921	4.662	48.800	ZZ	N/A	5f00241
421142.389	93065.721	4.652	49.000	ZZ	N/A	5f00241
421142.389	93065.521	4.644	49.200	ZZ	N/A	5f00241
421142.389	93065.321	4.634	49.400	ZZ	N/A	5f00241
421142.389	93065.121	4.619	49.600	ZZ	N/A	5f00241
421142.389	93064.921	4.590	49.800	ZZ	N/A	5f00241
421142.389	93064.721	4.566	50.000	ZZ	N/A	5f00241
421142.389	93064.521	4.549	50.200	ZZ	N/A	5f00241
421142.389	93064.321	4.528	50.400	ZZ	N/A	5f00241
421142.389	93064.121	4.499	50.600	ZZ	N/A	5f00241
421142.389	93063.921	4.470	50.800	ZZ	N/A	5f00241
421142.389	93063.721	4.438	51.000	ZZ	N/A	5f00241
421142.389	93063.521	4.413	51.200	ZZ	N/A	5f00241
421142.389	93063.321	4.388	51.400	ZZ	N/A	5f00241
421142.389	93063.121	4.355	51.600	ZZ	N/A	5f00241
421142.389	93062.921	4.318	51.800	ZZ	N/A	5f00241
421142.389	93062.721	4.282	52.000	ZZ	N/A	5f00241
421142.389	93062.521	4.256	52.200	ZZ	N/A	5f00241
421142.389	93062.321	4.233	52.400	ZZ	N/A	5f00241
421142.389	93062.121	4.212	52.600	ZZ	N/A	5f00241
421142.389	93061.921	4.191	52.800	ZZ	N/A	5f00241
421142.389	93061.721	4.162	53.000	ZZ	N/A	5f00241
421142.389	93061.521	4.134	53.200	ZZ	N/A	5f00241
421142.389	93061.321	4.099	53.400	ZZ	N/A	5f00241
421142.389	93061.121	4.065	53.600	ZZ	N/A	5f00241
421142.389	93060.921	4.031	53.800	ZZ	N/A	5f00241
421142.389	93060.721	3.993	54.000	ZZ	N/A	5f00241
421142.389	93060.521	3.950	54.200	ZZ	N/A	5f00241
421142.389	93060.321	3.916	54.400	ZZ	N/A	5f00241
421142.389	93060.121	3.881	54.600	ZZ	N/A	5f00241
421142.389	93059.921	3.842	54.800	ZZ	N/A	5f00241
421142.389	93059.721	3.802	55.000	ZZ	N/A	5f00241
421142.389	93059.521	3.761	55.200	ZZ	N/A	5f00241
421142.389	93059.321	3.725	55.400	ZZ	N/A	5f00241
421142.389	93059.121	3.703	55.600	ZZ	N/A	5f00241
421142.389	93058.921	3.685	55.800	ZZ	N/A	5f00241
421142.389	93058.721	3.667	56.000	ZZ	N/A	5f00241
421142.389	93058.521	3.649	56.200	ZZ	N/A	5f00241
421142.389	93058.321	3.628	56.400	ZZ	N/A	5f00241
421142.389	93058.121	3.615	56.600	ZZ	N/A	5f00241
421142.389	93057.921	3.602	56.800	ZZ	N/A	5f00241
421142.389	93057.721	3.586	57.000	ZZ	N/A	5f00241
421142.389	93057.521	3.579	57.200	ZZ	N/A	5f00241
421142.389	93057.321	3.578	57.400	ZZ	N/A	5f00241
421142.389	93057.121	3.576	57.600	ZZ	N/A	5f00241
421142.389	93056.921	3.583	57.800	ZZ	N/A	5f00241
421142.389	93056.721	3.599	58.000	ZZ	N/A	5f00241
421142.389	93056.521	3.597	58.200	ZZ	N/A	5f00241
421142.389	93056.321	3.588	58.400	ZZ	N/A	5f00241
421142.389	93056.121	3.580	58.600	ZZ	N/A	5f00241
421142.389	93055.921	3.573	58.800	ZZ	N/A	5f00241
421142.389	93055.721	3.567	59.000	ZZ	N/A	5f00241
421142.389	93055.521	3.556	59.200	ZZ	N/A	5f00241
421142.389	93055.321	3.543	59.400	ZZ	N/A	5f00241
421142.389	93055.121	3.536	59.600	ZZ	N/A	5f00241
421142.389	93054.921	3.526	59.800	ZZ	N/A	5f00241
421142.389	93054.721	3.519	60.000	ZZ	N/A	5f00241
421142.389	93054.521	3.503	60.200	ZZ	N/A	5f00241
421142.389	93054.321	3.497	60.400	ZZ	N/A	5f00241
421142.389	93054.121	3.495	60.600	ZZ	N/A	5f00241
421142.389	93053.921	3.493	60.800	ZZ	N/A	5f00241
421142.389	93053.721	3.488	61.000	ZZ	N/A	5f00241
421142.389	93053.521	3.464	61.200	ZZ	N/A	5f00241
421142.389	93053.321	3.442	61.400	ZZ	N/A	5f00241
421142.389	93053.121	3.425	61.600	ZZ	N/A	5f00241
421142.389	93052.921	3.412	61.800	ZZ	N/A	5f00241
421142.389	93052.721	3.401	62.000	ZZ	N/A	5f00241
421142.389	93052.521	3.388	62.200	ZZ	N/A	5f00241
421142.389	93052.321	3.376	62.400	ZZ	N/A	5f00241
421142.389	93052.121	3.364	62.600	ZZ	N/A	5f00241
421142.389	93051.921	3.352	62.800	ZZ	N/A	5f00241
421142.389	93051.721	3.341	63.000	ZZ	N/A	5f00241
421142.389	93051.521	3.326	63.200	ZZ	N/A	5f00241
421142.389	93051.321	3.314	63.400	ZZ	N/A	5f00241
421142.389	93051.121	3.304	63.600	ZZ	N/A	5f00241
421142.389	93050.921	3.290	63.800	ZZ	N/A	5f00241
421142.389	93050.721	3.280	64.000	ZZ	N/A	5f00241
421142.389	93050.521	3.276	64.200	ZZ	N/A	5f00241
421142.389	93050.321	3.288	64.400	ZZ	N/A	5f00241
421142.389	93050.121	3.316	64.600	ZZ	N/A	5f00241
421142.389	93049.921	3.333	64.800	ZZ	N/A	5f00241
421142.389	93049.721	3.349	65.000	ZZ	N/A	5f00241
421142.389	93049.521	3.360	65.200	ZZ	N/A	5f00241
421142.389	93049.321	3.370	65.400	ZZ	N/A	5f00241
421142.389	93049.121	3.385	65.600	ZZ	N/A	5f00241
421142.389	93048.921	3.402	65.800	ZZ	N/A	5f00241
421142.389	93048.721	3.418	66.000	ZZ	N/A	5f00241
421142.389	93048.521	3.427	66.200	ZZ	N/A	5f00241
421142.389	93048.321	3.436	66.400	ZZ	N/A	5f00241
421142.389	93048.121	3.441	66.600	ZZ	N/A	5f00241
421142.389	93047.921	3.441	66.800	ZZ	N/A	5f00241
421142.389	93047.721	3.445	67.000	ZZ	N/A	5f00241
421142.389	93047.521	3.452	67.200	ZZ	N/A	5f00241
421142.389	93047.321	3.460	67.400	ZZ	N/A	5f00241
421142.389	93047.121	3.471	67.600	ZZ	N/A	5f00241
421142.389	93046.921	3.491	67.800	ZZ	N/A	5f00241
421142.389	93046.721	3.497	68.000	ZZ	N/A	5f00241
421142.389	93046.521	3.502	68.200	ZZ	N/A	5f00241
421142.389	93046.321	3.499	68.400	ZZ	N/A	5f00241
421142.389	93046.121	3.495	68.600	ZZ	N/A	5f00241
421142.389	93045.921	3.495	68.800	ZZ	N/A	5f00241
421142.389	93045.721	3.503	69.000	ZZ	N/A	5f00241
421142.389	93045.521	3.515	69.200	ZZ	N/A	5f00241
421142.389	93045.321	3.522	69.400	ZZ	N/A	5f00241
421142.389	93045.121	3.535	69.600	ZZ	N/A	5f00241
421142.389	93044.921	3.549	69.800	ZZ	N/A	5f00241
421142.389	93044.721	3.562	70.000	ZZ	N/A	5f00241
421142.389	93044.521	3.575	70.200	ZZ	N/A	5f00241
421142.389	93044.321	3.585	70.400	ZZ	N/A	5f00241
421142.389	93044.121	3.591	70.600	ZZ	N/A	5f00241
421142.389	93043.921	3.592	70.800	ZZ	N/A	5f00241
421142.389	93043.721	3.583	71.000	ZZ	N/A	5f00241
421142.389	93043.521	3.590	71.200	ZZ	N/A	5f00241
421142.389	93043.321	3.597	71.400	ZZ	N/A	5f00241
421142.389	93043.121	3.605	71.600	ZZ	N/A	5f00241
421142.389	93042.921	3.622	71.800	ZZ	N/A	5f00241
421142.389	93042.721	3.643	72.000	ZZ	N/A	5f00241
421142.389	93042.521	3.663	72.200	ZZ	N/A	5f00241
421142.389	93042.321	3.681	72.400	ZZ	N/A	5f00241
421142.389	93042.121	3.705	72.600	ZZ	N/A	5f00241
421142.389	93041.921	3.728	72.800	ZZ	N/A	5f00241
421142.389	93041.721	3.747	73.000	ZZ	N/A	5f00241
421142.389	93041.521	3.754	73.200	ZZ	N/A	5f00241
421142.389	93041.321	3.760	73.400	ZZ	N/A	5f00241
421142.389	93041.121	3.763	73.600	ZZ	N/A	5f00241
421142.389	93040.921	3.764	73.800	ZZ	N/A	5f00241
421142.389	93040.721	3.757	74.000	ZZ	N/A	5f00241
421142.389	93040.521	3.758	74.200	ZZ	N/A	5f00241
421142.389	93040.321	3.766	74.400	ZZ	N/A	5f00241
421142.389	93040.121	3.774	74.600	ZZ	N/A	5f00241
421142.389	93039.921	3.787	74.800	ZZ	N/A	5f00241
421142.389	93039.721	3.797	75.000	ZZ	N/A	5f00241
421142.389	93039.521	3.802	75.200	ZZ	N/A	5f00241
421142.389	93039.321	3.799	75.400	ZZ	N/A	5f00241
421142.389	93039.121	3.776	75.600	ZZ	N/A	5f00241
421142.389	93038.921	3.753	75.800	ZZ	N/A	5f00241
421142.389	93038.721	3.730	76.000	ZZ	N/A	5f00241
421142.389	93038.521	3.686	76.200	ZZ	N/A	5f00241
421142.389	93038.321	3.566	76.400	ZZ	N/A	5f00241
421142.389	93038.121	3.439	76.600	ZZ	N/A	5f00241
421142.389	93037.921	3.328	76.800	ZZ	N/A	5f00241
421142.389	93037.721	3.223	77.000	ZZ	N/A	5f00241
421142.389	93037.521	3.117	77.200	ZZ	N/A	5f00241
421142.389	93037.321	3.012	77.400	ZZ	N/A	5f00241
421142.389	93037.121	2.899	77.600	ZZ	N/A	5f00241
421142.389	93036.921	2.777	77.800	ZZ	N/A	5f00241
421142.389	93036.721	2.655	78.000	ZZ	N/A	5f00241
421142.389	93036.521	2.567	78.200	ZZ	N/A	5f00241
421142.389	93036.321	2.476	78.400	ZZ	N/A	5f00241
421142.389	93036.121	2.384	78.600	ZZ	N/A	5f00241
421142.389	93035.921	2.300	78.800	ZZ	N/A	5f00241
421142.389	93035.721	2.229	79.000	ZZ	N/A	5f00241
421142.389	93035.521	2.149	79.200	ZZ	N/A	5f00241
421142.389	93035.321	2.060	79.400	ZZ	N/A	5f00241
421142.389	93035.121	1.967	79.600	ZZ	N/A	5f00241
421142.389	93034.921	1.916	79.800	ZZ	N/A	5f00241
421142.389	93034.721	1.891	80.000	ZZ	N/A	5f00241
421142.389	93034.521	1.866	80.200	ZZ	N/A	5f00241
421142.389	93034.321	1.843	80.400	ZZ	N/A	5f00241
421142.389	93034.121	1.819	80.600	ZZ	N/A	5f00241
421142.389	93033.921	1.798	80.800	ZZ	N/A	5f00241
421142.389	93033.721	1.772	81.000	ZZ	N/A	5f00241
421142.389	93033.521	1.748	81.200	ZZ	N/A	5f00241
421142.389	93033.321	1.727	81.400	ZZ	N/A	5f00241
421142.389	93033.121	1.726	81.600	ZZ	N/A	5f00241
421142.389	93032.921	1.724	81.800	ZZ	N/A	5f00241
421142.389	93032.721	1.711	82.000	ZZ	N/A	5f00241
421142.389	93032.521	1.696	82.200	ZZ	N/A	5f00241
421142.389	93032.321	1.680	82.400	ZZ	N/A	5f00241
421142.389	93032.121	1.665	82.600	ZZ	N/A	5f00241
421142.389	93031.921	1.657	82.800	ZZ	N/A	5f00241
421142.389	93031.721	1.648	83.000	ZZ	N/A	5f00241
421142.389	93031.521	1.633	83.200	ZZ	N/A	5f00241
421142.389	93031.321	1.618	83.400	ZZ	N/A	5f00241
421142.389	93031.121	1.604	83.600	ZZ	N/A	5f00241
421142.389	93030.921	1.591	83.800	ZZ	N/A	5f00241
421142.389	93030.721	1.576	84.000	ZZ	N/A	5f00241
421142.389	93030.521	1.562	84.200	ZZ	N/A	5f00241
421142.389	93030.321	1.547	84.400	ZZ	N/A	5f00241
421142.389	93030.121	1.497	84.600	ZZ	N/A	5f00241
421142.389	93029.921	1.424	84.800	ZZ	N/A	5f00241
421142.389	93029.721	1.370	85.000	ZZ	N/A	5f00241
421142.389	93029.521	1.317	85.200	ZZ	N/A	5f00241
421142.389	93029.321	1.264	85.400	ZZ	N/A	5f00241
421142.389	93029.121	1.211	85.600	ZZ	N/A	5f00241
421142.389	93028.921	1.228	85.800	ZZ	N/A	5f00241
421142.389	93028.721	1.266	86.000	ZZ	N/A	5f00241
421142.389	93028.521	1.295	86.200	ZZ	N/A	5f00241
421142.389	93028.321	1.326	86.400	ZZ	N/A	5f00241
421142.389	93028.121	1.356	86.600	ZZ	N/A	5f00241
421142.389	93027.921	1.326	86.800	ZZ	N/A	5f00241
421142.389	93027.721	1.239	87.000	ZZ	N/A	5f00241
421142.389	93027.521	1.158	87.200	ZZ	N/A	5f00241
421142.389	93027.321	1.076	87.400	ZZ	N/A	5f00241
421142.389	93027.121	0.994	87.600	ZZ	N/A	5f00241
421142.389	93026.921	0.912	87.800	ZZ	N/A	5f00241
421142.389	93026.721	0.830	88.000	ZZ	N/A	5f00241
421142.389	93026.521	0.794	88.200	ZZ	N/A	5f00241
421142.389	93026.321	0.792	88.400	ZZ	N/A	5f00241
421142.389	93026.121	0.788	88.600	ZZ	N/A	5f00241
421142.389	93025.921	0.769	88.800	ZZ	N/A	5f00241
421142.389	93025.721	0.756	89.000	ZZ	N/A	5f00241
421142.389	93025.521	0.750	89.200	ZZ	N/A	5f00241
421142.389	93025.321	0.744	89.400	ZZ	N/A	5f00241
421142.389	93025.121	0.739	89.600	ZZ	N/A	5f00241
421142.389	93024.921	0.692	89.800	ZZ	N/A	5f00241
421142.389	93024.721	0.654	90.000	ZZ	N/A	5f00241
421142.389	93024.521	0.620	90.200	ZZ	N/A	5f00241
421142.389	93024.321	0.591	90.400	ZZ	N/A	5f00241
421142.389	93024.121	0.555	90.600	ZZ	N/A	5f00241
421142.389	93023.921	0.511	90.800	ZZ	N/A	5f00241
