Site ProfileID Date Chainage Elevation Flag
NARRA PF1 2014-01-10 95 -0.35 GPS
NARRA PF1 2014-01-10 96 -0.34 GPS
NARRA PF1 2014-01-10 97 -0.35 GPS
NARRA PF1 2014-01-10 98 -0.35 GPS
NARRA PF1 2014-01-10 99 -0.35 GPS
NARRA PF1 2014-01-10 100 -0.34 GPS
NARRA PF1 2014-01-10 101 -0.34 GPS
NARRA PF1 2014-01-10 102 -0.4 GPS
NARRA PF1 2014-01-10 103 -0.35 GPS
NARRA PF1 2014-01-10 104 -0.36 GPS
NARRA PF1 2014-01-10 105 -0.36 GPS
NARRA PF1 2014-01-10 106 -0.41 GPS
NARRA PF1 2014-01-10 107 -0.41 GPS
NARRA PF1 2014-01-10 108 -0.4 GPS
NARRA PF4 2014-01-10 0 9.3 DUNEFILL
NARRA PF4 2014-01-10 1 9.09 DUNEFILL
NARRA PF4 2014-01-10 2 8.95 DUNEFILL
NARRA PF4 2014-01-10 3 8.79 DUNEFILL
NARRA PF4 2014-01-10 4 8.65 DUNEFILL
NARRA PF4 2014-01-10 5 8.63 DUNEFILL
NARRA PF4 2014-01-10 6 8.49 DUNEFILL
NARRA PF4 2014-01-10 7 8.32 DUNEFILL
NARRA PF4 2014-01-10 8 8.16 DUNEFILL
NARRA PF4 2014-01-10 9 8.01 DUNEFILL
NARRA PF4 2014-01-10 10 7.87 DUNEFILL
NARRA PF4 2014-01-10 11 7.64 DUNEFILL
NARRA PF4 2014-01-10 12 7.53 DUNEFILL
NARRA PF4 2014-01-10 13 7.33 DUNEFILL
NARRA PF4 2014-01-10 14 7.12 DUNEFILL
NARRA PF4 2014-01-10 15 6.96 DUNEFILL
NARRA PF4 2014-01-10 16 6.72 DUNEFILL
NARRA PF4 2014-01-10 17 6.56 DUNEFILL
NARRA PF4 2014-01-10 18 6.47 DUNEFILL
NARRA PF4 2014-01-10 19 6.21 DUNEFILL
NARRA PF4 2014-01-10 20 5.96 DUNEFILL
NARRA PF4 2014-01-10 21 5.85 DUNEFILL
NARRA PF4 2014-01-10 22 5.32 DUNEFILL
NARRA PF4 2014-01-10 23 4.8 DUNEFILL
NARRA PF4 2014-01-10 24 4.39 GPS
NARRA PF4 2014-01-10 25 4.13 GPS
NARRA PF4 2014-01-10 26 3.92 GPS
NARRA PF4 2014-01-10 27 3.77 GPS
NARRA PF4 2014-01-10 28 3.63 GPS
NARRA PF4 2014-01-10 29 3.49 GPS
NARRA PF4 2014-01-10 30 3.4 GPS
NARRA PF4 2014-01-10 31 3.23 GPS
NARRA PF4 2014-01-10 32 3.13 GPS
NARRA PF4 2014-01-10 33 3.02 GPS
NARRA PF4 2014-01-10 34 2.96 GPS
NARRA PF4 2014-01-10 35 2.94 GPS
NARRA PF4 2014-01-10 36 2.91 GPS
NARRA PF4 2014-01-10 37 2.91 GPS
NARRA PF4 2014-01-10 38 2.93 GPS
NARRA PF4 2014-01-10 39 2.92 GPS
NARRA PF4 2014-01-10 40 2.94 GPS
NARRA PF4 2014-01-10 41 2.96 GPS
NARRA PF4 2014-01-10 42 2.97 GPS
NARRA PF4 2014-01-10 43 2.98 GPS
NARRA PF4 2014-01-10 44 3.02 GPS
NARRA PF4 2014-01-10 45 3.04 GPS
NARRA PF4 2014-01-10 46 3.05 GPS
NARRA PF4 2014-01-10 47 3.05 GPS
NARRA PF4 2014-01-10 48 3.05 GPS
NARRA PF4 2014-01-10 49 3.06 GPS
NARRA PF4 2014-01-10 50 3.08 GPS
NARRA PF4 2014-01-10 51 3 GPS
NARRA PF4 2014-01-10 52 2.89 GPS
NARRA PF4 2014-01-10 53 2.7 GPS
