Site ProfileID Date Chainage Elevation Flag
DUCK P-100 1998-02-01 168.76 -3.31 GPS
DUCK P-100 1998-02-01 169.10 -3.32 GPS
DUCK P-100 1998-02-01 169.53 -3.32 GPS
DUCK P-100 1998-02-01 169.87 -3.32 GPS
DUCK P-100 1998-02-01 170.21 -3.34 GPS
DUCK P-100 1998-02-01 170.64 -3.34 GPS
DUCK P-100 1998-02-01 171.27 -3.35 GPS
DUCK P-100 1998-02-01 171.90 -3.37 GPS
DUCK P-100 1998-02-01 172.38 -3.37 GPS
DUCK P-100 1998-02-01 173.01 -3.38 GPS
DUCK P-100 1998-02-01 173.50 -3.39 GPS
DUCK P-100 1998-02-01 173.98 -3.40 GPS
DUCK P-100 1998-02-01 174.41 -3.41 GPS
DUCK P-100 1998-02-01 174.89 -3.40 GPS
DUCK P-100 1998-02-01 175.38 -3.42 GPS
DUCK P-100 1998-02-01 175.86 -3.42 GPS
DUCK P-100 1998-02-01 176.29 -3.43 GPS
DUCK P-100 1998-02-01 176.77 -3.45 GPS
DUCK P-100 1998-02-01 177.40 -3.44 GPS
DUCK P-100 1998-02-01 178.80 -3.47 GPS
DUCK P-100 1998-02-01 179.23 -3.48 GPS
DUCK P-100 1998-02-01 179.57 -3.49 GPS
DUCK P-100 1998-02-01 180.20 -3.48 GPS
DUCK P-100 1998-02-01 180.82 -3.49 GPS
DUCK P-100 1998-02-01 181.31 -3.50 GPS
DUCK P-100 1998-02-01 181.88 -3.50 GPS
DUCK P-100 1998-02-01 182.36 -3.52 GPS
DUCK P-100 1998-02-01 182.85 -3.52 GPS
DUCK P-100 1998-02-01 183.19 -3.51 GPS
DUCK P-100 1998-02-01 183.62 -3.52 GPS
DUCK P-100 1998-02-01 183.96 -3.53 GPS
DUCK P-100 1998-02-01 184.45 -3.54 GPS
DUCK P-100 1998-02-01 185.07 -3.54 GPS
DUCK P-100 1998-02-01 185.50 -3.54 GPS
DUCK P-100 1998-02-01 185.99 -3.55 GPS
DUCK P-100 1998-02-01 186.61 -3.56 GPS
DUCK P-100 1998-02-01 187.10 -3.56 GPS
DUCK P-100 1998-02-01 187.73 -3.56 GPS
DUCK P-100 1998-02-01 188.21 -3.57 GPS
DUCK P-100 1998-02-01 188.84 -3.57 GPS
DUCK P-100 1998-02-01 189.32 -3.58 GPS
DUCK P-100 1998-02-01 189.81 -3.57 GPS
DUCK P-100 1998-02-01 190.44 -3.57 GPS
DUCK P-100 1998-02-01 191.06 -3.57 GPS
DUCK P-100 1998-02-01 191.55 -3.59 GPS
DUCK P-100 1998-02-01 192.18 -3.59 GPS
DUCK P-100 1998-02-01 192.80 -3.60 GPS
DUCK P-100 1998-02-01 193.29 -3.60 GPS
DUCK P-100 1998-02-01 193.86 -3.59 GPS
DUCK P-100 1998-02-01 194.34 -3.60 GPS
DUCK P-100 1998-02-01 194.83 -3.60 GPS
DUCK P-100 1998-02-01 195.31 -3.60 GPS
DUCK P-100 1998-02-01 195.80 -3.60 GPS
DUCK P-100 1998-02-01 196.43 -3.60 GPS
DUCK P-100 1998-02-01 196.91 -3.61 GPS
DUCK P-100 1998-02-01 197.54 -3.60 GPS
DUCK P-100 1998-02-01 198.02 -3.60 GPS
DUCK P-100 1998-02-01 198.65 -3.61 GPS
DUCK P-100 1998-02-01 199.22 -3.61 GPS
DUCK P-100 1998-02-01 199.71 -3.61 GPS
DUCK P-100 1998-02-01 200.05 -3.62 GPS
DUCK P-100 1998-02-01 200.53 -3.61 GPS
DUCK P-100 1998-02-01 201.16 -3.60 GPS
DUCK P-100 1998-02-01 201.59 -3.61 GPS
DUCK P-100 1998-02-01 202.22 -3.63 GPS
DUCK P-100 1998-02-01 202.84 -3.62 GPS
DUCK P-100 1998-02-01 203.47 -3.61 GPS
DUCK P-100 1998-02-01 204.10 -3.62 GPS
DUCK P-100 1998-02-01 204.58 -3.60 GPS
DUCK P-100 1998-02-01 205.21 -3.61 GPS
DUCK P-100 1998-02-01 205.69 -3.61 GPS
DUCK P-100 1998-02-01 206.18 -3.62 GPS
DUCK P-100 1998-02-01 206.81 -3.62 GPS
DUCK P-100 1998-02-01 207.72 -3.61 GPS
DUCK P-100 1998-02-01 208.35 -3.60 GPS
DUCK P-100 1998-02-01 208.83 -3.61 GPS
DUCK P-100 1998-02-01 209.46 -3.61 GPS
DUCK P-100 1998-02-01 209.94 -3.62 GPS
DUCK P-100 1998-02-01 210.43 -3.61 GPS
DUCK P-100 1998-02-01 210.86 -3.63 GPS
DUCK P-100 1998-02-01 211.20 -3.62 GPS
DUCK P-100 1998-02-01 211.54 -3.61 GPS
DUCK P-100 1998-02-01 211.97 -3.62 GPS
DUCK P-100 1998-02-01 212.31 -3.61 GPS
DUCK P-100 1998-02-01 212.94 -3.61 GPS
DUCK P-100 1998-02-01 213.42 -3.61 GPS
DUCK P-100 1998-02-01 213.91 -3.63 GPS
DUCK P-100 1998-02-01 214.40 -3.61 GPS
DUCK P-100 1998-02-01 214.82 -3.61 GPS
DUCK P-100 1998-02-01 215.31 -3.61 GPS
DUCK P-100 1998-02-01 215.79 -3.61 GPS
DUCK P-100 1998-02-01 216.28 -3.61 GPS
DUCK P-100 1998-02-01 216.62 -3.63 GPS
DUCK P-100 1998-02-01 217.10 -3.62 GPS
DUCK P-100 1998-02-01 217.59 -3.62 GPS
DUCK P-100 1998-02-01 218.07 -3.63 GPS
DUCK P-100 1998-02-01 218.42 -3.62 GPS
DUCK P-100 1998-02-01 218.84 -3.64 GPS
DUCK P-100 1998-02-01 219.19 -3.63 GPS
DUCK P-100 1998-02-01 220.01 -3.63 GPS
DUCK P-100 1998-02-01 220.44 -3.64 GPS
DUCK P-100 1998-02-01 221.13 -3.63 GPS
DUCK P-100 1998-02-01 221.55 -3.64 GPS
DUCK P-100 1998-02-01 222.04 -3.64 GPS
DUCK P-100 1998-02-01 222.52 -3.64 GPS
DUCK P-100 1998-02-01 223.01 -3.65 GPS
DUCK P-100 1998-02-01 223.64 -3.64 GPS
DUCK P-100 1998-02-01 224.12 -3.65 GPS
DUCK P-100 1998-02-01 224.55 -3.65 GPS
DUCK P-100 1998-02-01 224.89 -3.65 GPS
DUCK P-100 1998-02-01 225.52 -3.65 GPS
DUCK P-100 1998-02-01 226.15 -3.66 GPS
DUCK P-100 1998-02-01 226.92 -3.65 GPS
DUCK P-100 1998-02-01 227.40 -3.65 GPS
DUCK P-100 1998-02-01 227.89 -3.65 GPS
DUCK P-100 1998-02-01 228.46 -3.66 GPS
DUCK P-100 1998-02-01 228.94 -3.66 GPS
DUCK P-100 1998-02-01 229.28 -3.66 GPS
DUCK P-100 1998-02-01 229.63 -3.66 GPS
DUCK P-100 1998-02-01 230.05 -3.66 GPS
DUCK P-100 1998-02-01 230.40 -3.66 GPS
DUCK P-100 1998-02-01 231.02 -3.67 GPS
DUCK P-100 1998-02-01 232.14 -3.68 GPS
DUCK P-100 1998-02-01 232.48 -3.67 GPS
DUCK P-100 1998-02-01 232.91 -3.67 GPS
DUCK P-100 1998-02-01 233.39 -3.67 GPS
DUCK P-100 1998-02-01 233.88 -3.68 GPS
DUCK P-100 1998-02-01 234.22 -3.68 GPS
DUCK P-100 1998-02-01 234.70 -3.68 GPS
DUCK P-100 1998-02-01 235.33 -3.68 GPS
DUCK P-100 1998-02-01 235.96 -3.69 GPS
DUCK P-100 1998-02-01 236.59 -3.68 GPS
DUCK P-100 1998-02-01 237.07 -3.69 GPS
DUCK P-100 1998-02-01 237.70 -3.69 GPS
DUCK P-100 1998-02-01 238.33 -3.68 GPS
DUCK P-100 1998-02-01 238.81 -3.68 GPS
DUCK P-100 1998-02-01 239.30 -3.67 GPS
DUCK P-100 1998-02-01 239.64 -3.69 GPS
DUCK P-100 1998-02-01 240.07 -3.69 GPS
DUCK P-100 1998-02-01 240.55 -3.69 GPS
DUCK P-100 1998-02-01 241.04 -3.67 GPS
DUCK P-100 1998-02-01 241.52 -3.67 GPS
DUCK P-100 1998-02-01 241.86 -3.68 GPS
DUCK P-100 1998-02-01 242.29 -3.68 GPS
DUCK P-100 1998-02-01 242.92 -3.70 GPS
DUCK P-100 1998-02-01 243.40 -3.69 GPS
DUCK P-100 1998-02-01 244.03 -3.69 GPS
DUCK P-100 1998-02-01 244.66 -3.68 GPS
DUCK P-100 1998-02-01 245.14 -3.69 GPS
DUCK P-100 1998-02-01 245.63 -3.69 GPS
DUCK P-100 1998-02-01 246.26 -3.69 GPS
DUCK P-100 1998-02-01 246.74 -3.70 GPS
DUCK P-100 1998-02-01 247.17 -3.69 GPS
DUCK P-100 1998-02-01 247.51 -3.69 GPS
DUCK P-100 1998-02-01 248.00 -3.70 GPS
DUCK P-100 1998-02-01 248.62 -3.69 GPS
DUCK P-100 1998-02-01 248.97 -3.69 GPS
DUCK P-100 1998-02-01 249.59 -3.69 GPS
DUCK P-100 1998-02-01 250.02 -3.70 GPS
DUCK P-100 1998-02-01 250.36 -3.69 GPS
DUCK P-100 1998-02-01 250.99 -3.69 GPS
DUCK P-100 1998-02-01 251.33 -3.68 GPS
DUCK P-100 1998-02-01 252.10 -3.68 GPS
DUCK P-100 1998-02-01 252.45 -3.69 GPS
DUCK P-100 1998-02-01 253.07 -3.68 GPS
DUCK P-100 1998-02-01 253.41 -3.67 GPS
DUCK P-100 1998-02-01 253.98 -3.70 GPS
DUCK P-100 1998-02-01 254.47 -3.66 GPS
DUCK P-100 1998-02-01 254.96 -3.68 GPS
DUCK P-100 1998-02-01 255.44 -3.68 GPS
DUCK P-100 1998-02-01 255.93 -3.69 GPS
DUCK P-100 1998-02-01 256.41 -3.68 GPS
DUCK P-100 1998-02-01 257.81 -3.67 GPS
DUCK P-100 1998-02-01 258.15 -3.68 GPS
DUCK P-100 1998-02-01 258.78 -3.67 GPS
DUCK P-100 1998-02-01 259.12 -3.67 GPS
DUCK P-100 1998-02-01 260.03 -3.65 GPS
DUCK P-100 1998-02-01 260.52 -3.65 GPS
DUCK P-100 1998-02-01 261.14 -3.65 GPS
DUCK P-100 1998-02-01 261.77 -3.65 GPS
DUCK P-100 1998-02-01 262.40 -3.64 GPS
DUCK P-100 1998-02-01 262.88 -3.64 GPS
DUCK P-100 1998-02-01 263.31 -3.63 GPS
DUCK P-100 1998-02-01 263.80 -3.64 GPS
DUCK P-100 1998-02-01 264.28 -3.64 GPS
DUCK P-100 1998-02-01 264.71 -3.63 GPS
DUCK P-100 1998-02-01 265.19 -3.63 GPS
DUCK P-100 1998-02-01 265.54 -3.63 GPS
DUCK P-100 1998-02-01 265.96 -3.63 GPS
DUCK P-100 1998-02-01 266.45 -3.62 GPS
DUCK P-100 1998-02-01 266.93 -3.62 GPS
DUCK P-100 1998-02-01 267.36 -3.60 GPS
DUCK P-100 1998-02-01 267.70 -3.61 GPS
DUCK P-100 1998-02-01 268.19 -3.61 GPS
DUCK P-100 1998-02-01 268.82 -3.61 GPS
DUCK P-100 1998-02-01 269.59 -3.60 GPS
DUCK P-100 1998-02-01 270.36 -3.59 GPS
DUCK P-100 1998-02-01 271.13 -3.59 GPS
DUCK P-100 1998-02-01 271.47 -3.57 GPS
DUCK P-100 1998-02-01 271.90 -3.59 GPS
DUCK P-100 1998-02-01 272.52 -3.58 GPS
